0, 500, 200
7.895, 498.78, 200.499
15.857, 495.146, 201.984
23.766, 489.235, 204.4
31.687, 481.245, 207.666
39.601, 471.434, 211.676
47.507, 460.116, 216.302
55.418, 447.636, 221.403
63.348, 434.35, 226.834
71.267, 420.615, 232.448
79.181, 406.774, 238.105
87.08, 393.141, 243.678
94.993, 379.985, 249.055
102.927, 367.528, 254.147
110.833, 355.943, 258.882
118.747, 345.35, 263.212
126.655, 335.822, 267.106
134.573, 327.385, 270.555
142.492, 320.025, 273.564
150.416, 313.699, 276.149
158.33, 308.34, 278.34
166.242, 303.864, 280.17
174.153, 300.177, 281.677
